Player,Position,Team,Opponent,Minutes,Points,Assists,Rebounds,Three Pointers Made,Turnovers,Steals,Blocks,PRA,Scenario,PlayerID
Ace Bailey,SF,UTA,LAC,27.0,12.8,1.4,4.8,1.22,2.12,0.84,0.76,19.0,Default (Taylor Hendricks Starting),20003446
Brice Sensabaugh,SF,UTA,LAC,21.0,10.8,2.0,2.7,2.07,1.36,0.64,0.14,15.6,Default (Taylor Hendricks Starting),20003050
Cody Williams,SF,UTA,LAC,16.0,4.1,1.1,1.4,0.62,0.66,0.37,0.18,6.6,Default (Taylor Hendricks Starting),20003195
Taylor Hendricks,PF,UTA,LAC,26.0,8.1,1.3,4.6,1.58,0.76,0.88,0.63,14.0,Default (Taylor Hendricks Starting),20003040
Lauri Markkanen,SF,UTA,LAC,32.0,19.7,1.8,5.6,3.02,1.28,0.7,0.35,27.1,Default (Taylor Hendricks Starting),20001831
Kyle Anderson,PF,UTA,LAC,3.0,1.1,0.5,0.5,0.05,0.13,0.14,0.07,2.1,Default (Taylor Hendricks Starting),20000659
Kyle Filipowski,C,UTA,LAC,22.0,9.8,2.2,5.5,1.17,1.3,0.66,0.26,17.5,Default (Taylor Hendricks Starting),20003203
Walker Kessler,C,UTA,LAC,29.0,10.2,2.4,9.9,0.17,1.37,0.67,2.3,22.5,Default (Taylor Hendricks Starting),20002889
Jusuf Nurkic,C,UTA,LAC,13.0,5.3,2.2,4.1,0.31,1.11,0.49,0.43,11.6,Default (Taylor Hendricks Starting),20000827
Kevin Love,C,UTA,LAC,2.0,1.0,0.2,0.6,0.17,0.12,0.05,0.03,1.8,Default (Taylor Hendricks Starting),20000572
Bub Carrington,PG,WAS,MIL,28.0,9.3,4.5,4.1,1.72,1.46,0.66,0.21,17.8,Default,20003205
Tre Johnson,SG,WAS,MIL,20.0,10.0,1.9,2.5,1.53,1.19,0.51,0.16,14.5,Default,20003449
CJ McCollum,PG,WAS,MIL,31.0,18.2,4.3,4.0,2.67,1.6,0.81,0.36,26.6,Default,20000620
Malaki Branham,SG,WAS,MIL,1.0,0.5,0.1,0.1,0.08,0.05,0.02,0.0,0.7,Default,20002867
AJ Johnson,SG,WAS,MIL,2.0,0.7,0.2,0.2,0.09,0.11,0.05,0.01,1.2,Default,20003234
Corey Kispert,SG,WAS,MIL,20.0,8.5,1.5,2.3,1.53,0.71,0.35,0.13,12.3,Default,20002651
Khris Middleton,SF,WAS,MIL,27.0,13.3,4.4,4.6,1.41,1.56,0.82,0.21,22.3,Default,20000500
Cam Whitmore,SF,WAS,MIL,20.5,10.9,1.3,4.2,1.44,0.87,0.68,0.3,16.4,Default,20003037
Justin Champagnie,SF,WAS,MIL,14.0,4.5,0.8,3.9,0.61,0.5,0.6,0.3,9.2,Default,20002728
Kyshawn George,SF,WAS,MIL,28.5,9.0,2.7,5.2,1.69,1.32,1.0,0.63,16.8,Default,20003202
Alexandre Sarr,C,WAS,MIL,29.0,15.4,2.4,6.9,1.83,1.86,0.72,1.11,24.7,Default,20003215
Marvin Bagley,C,WAS,MIL,13.0,5.2,0.6,3.7,0.25,0.5,0.27,0.32,9.5,Default,20001995
Tristan Vukcevic,C,WAS,MIL,6.0,3.1,0.4,1.5,0.39,0.37,0.15,0.19,5.0,Default,20003078
Jamal Murray,PG,DEN,GSW,36.0,20.4,5.6,3.9,2.52,2.13,1.35,0.61,29.9,Default,20001666
Jalen Pickett,PG,DEN,GSW,1.0,0.3,0.1,0.1,0.06,0.04,0.03,0.01,0.5,Default,20003073
Bruce Brown,SF,DEN,GSW,19.0,5.7,1.9,2.7,0.5,0.92,0.6,0.24,10.3,Default,20002040
Christian Braun,SG,DEN,GSW,33.5,12.7,2.6,5.0,1.09,1.13,0.96,0.5,20.3,Default,20002868
Julian Strawther,SG,DEN,GSW,5.0,1.9,0.3,0.5,0.31,0.2,0.14,0.06,2.7,Default,20003071
Cameron Johnson,SF,DEN,GSW,32.0,15.0,2.6,4.6,2.76,1.75,0.93,0.39,22.1,Default,20002289
Tim Hardaway Jr.,SG,DEN,GSW,18.5,7.8,1.2,1.7,1.65,0.58,0.37,0.09,10.6,Default,20000788
Aaron Gordon,PF,DEN,GSW,32.0,14.3,3.4,5.5,1.25,1.51,0.68,0.43,23.3,Default,20000681
Peyton Watson,SF,DEN,GSW,14.0,4.3,0.8,2.1,0.39,0.52,0.43,0.69,7.2,Default,20002920
Nikola Jokic,C,DEN,GSW,36.0,27.4,9.0,12.4,1.92,3.15,1.72,0.76,48.8,Default,20001441
Jonas Valanciunas,C,DEN,GSW,13.0,6.1,1.4,5.3,0.13,0.83,0.25,0.43,12.8,Default,20000455
Stephen Curry,PG,GSW,DEN,32.5,25.6,5.6,4.4,5.1,2.77,1.0,0.36,35.6,Default (Kuminga starting),20000485
Brandin Podziemski,SG,GSW,DEN,30.0,13.0,3.9,5.8,1.98,1.4,1.1,0.24,22.7,Default (Kuminga starting),20003068
Gary Payton II,SG,GSW,DEN,13.5,4.5,1.2,2.1,0.64,0.45,0.88,0.26,7.8,Default (Kuminga starting),20001730
Will Richard,SG,GSW,DEN,12.5,4.1,1.0,1.0,0.67,0.36,0.55,0.22,6.1,Default (Kuminga starting),20003500
Buddy Hield,SG,GSW,DEN,22.0,11.3,1.7,3.0,2.61,0.96,0.77,0.29,16.0,Default (Kuminga starting),20001673
Jimmy Butler,SF,GSW,DEN,32.5,19.0,5.6,5.8,0.81,1.4,1.76,0.38,30.4,Default (Kuminga starting),20000515
Jonathan Kuminga,PF,GSW,DEN,28.5,17.0,2.6,5.7,1.22,1.55,0.9,0.44,25.4,Default (Kuminga starting),20002661
Gui Santos,SF,GSW,DEN,6.5,2.0,0.7,1.4,0.33,0.31,0.21,0.08,4.0,Default (Kuminga starting),20002933
Draymond Green,PF,GSW,DEN,28.5,8.9,5.2,6.0,1.18,2.39,1.39,1.11,20.1,Default (Kuminga starting),20000482
Al Horford,PF,GSW,DEN,20.0,6.5,2.0,4.7,1.36,0.49,0.49,0.55,13.2,Default (Kuminga starting),20000603
Quinten Post,C,GSW,DEN,13.5,6.1,1.0,2.9,1.28,0.6,0.39,0.31,10.0,Default (Kuminga starting),20003253
Andrew Nembhard,SG,IND,OKC,33.0,14.5,7.6,3.5,1.39,2.42,1.04,0.15,25.5,Default,20002914
Taelon Peter,SG,IND,OKC,6.0,2.4,0.6,0.7,0.68,0.18,0.17,0.05,3.6,Default,20003498
Bennedict Mathurin,SF,IND,OKC,32.0,19.2,2.6,5.5,1.63,2.62,0.77,0.34,27.4,Default,20002879
Ben Sheppard,SG,IND,OKC,19.0,4.9,1.6,2.6,1.09,0.55,0.6,0.18,9.1,Default,20003070
Aaron Nesmith,SF,IND,OKC,30.0,14.0,2.0,4.4,2.51,1.27,0.88,0.55,20.4,Default,20002539
Johnny Furphy,SF,IND,OKC,12.5,3.5,0.7,2.2,0.57,0.58,0.45,0.32,6.4,Default,20003201
Pascal Siakam,PF,IND,OKC,32.5,19.8,4.8,7.3,1.32,1.93,0.87,0.51,31.9,Default,20001710
Obi Toppin,PF,IND,OKC,22.0,11.7,2.1,4.5,1.91,1.18,0.51,0.37,18.3,Default,20002533
Jarace Walker,PF,IND,OKC,16.5,6.2,1.8,3.1,1.12,1.01,0.59,0.33,11.2,Default,20003035
Isaiah Jackson,C,IND,OKC,18.5,7.9,1.2,5.5,0.03,1.11,0.67,1.2,14.7,Default,20002673
Jay Huff,C,IND,OKC,16.0,7.6,0.9,3.0,1.48,0.78,0.33,0.9,11.5,Default,20002735
James Wiseman,C,IND,OKC,2.0,0.9,0.1,0.6,0.01,0.13,0.03,0.06,1.6,Default,20002527
Shai Gilgeous-Alexander,PG,OKC,IND,35.0,32.7,7.6,4.6,1.79,2.24,1.56,0.89,44.9,Default (Wiggins starting),20001999
Ajay Mitchell,PG,OKC,IND,25.0,11.2,3.1,2.8,1.12,1.24,0.94,0.2,17.1,Default (Wiggins starting),20003239
Brooks Barnhizer,SG,OKC,IND,15.0,3.6,1.3,3.1,0.63,0.51,0.69,0.39,8.0,Default (Wiggins starting),20003490
Luguentz Dort,SF,OKC,IND,32.0,11.1,1.9,4.2,2.51,0.98,1.02,0.54,17.3,Default (Wiggins starting),20002339
Aaron Wiggins,SF,OKC,IND,30.0,15.6,2.4,4.3,2.43,1.37,0.94,0.33,22.3,Default (Wiggins starting),20002714
Ousmane Dieng,PF,OKC,IND,10.5,3.6,0.9,1.7,0.54,0.45,0.29,0.13,6.2,Default (Wiggins starting),20002880
Chet Holmgren,C,OKC,IND,33.0,18.2,2.4,8.8,1.75,1.74,0.75,1.94,29.3,Default (Wiggins starting),20002870
Isaiah Hartenstein,C,OKC,IND,30.0,12.2,3.9,9.7,0.11,1.64,0.86,0.82,25.8,Default (Wiggins starting),20001874
Jaylin Williams,C,OKC,IND,17.0,5.8,2.2,4.6,1.11,0.75,0.44,0.43,12.6,Default (Wiggins starting),20002921
Branden Carlson,C,OKC,IND,2.5,1.1,0.1,0.5,0.23,0.1,0.06,0.13,1.8,Default (Wiggins starting),20003271
Chris Youngblood,SG,OKC,IND,10.0,5.0,0.6,0.8,0.95,0.25,0.43,0.04,6.4,Default (Wiggins starting),20003663
Trae Young,PG,ATL,ORL,36.0,25.7,9.8,3.1,2.93,4.89,1.21,0.15,38.5,Default (Risacher IN),20001989
Keaton Wallace,PG,ATL,ORL,11.0,4.1,1.3,1.0,0.72,0.74,0.47,0.21,6.5,Default (Risacher IN),20002757
Vit Krejci,SG,ATL,ORL,3.5,1.1,0.3,0.5,0.22,0.14,0.09,0.05,1.9,Default (Risacher IN),20002562
Dyson Daniels,SG,ATL,ORL,30.0,12.1,3.8,5.3,0.95,1.81,2.36,0.54,21.2,Default (Risacher IN),20002878
Nickeil Alexander-Walker,SG,ATL,ORL,26.0,10.1,2.5,3.2,1.8,1.39,0.6,0.41,15.7,Default (Risacher IN),20002285
Luke Kennard,SG,ATL,ORL,23.0,8.4,2.0,2.6,1.52,1.03,0.55,0.09,13.0,Default (Risacher IN),20001840
Zaccharie Risacher,SF,ATL,ORL,26.5,14.1,1.4,4.0,1.93,1.32,0.83,0.48,19.4,Default (Risacher IN),20003213
Jalen Johnson,PF,ATL,ORL,36.0,19.2,4.2,9.0,1.32,2.42,1.38,0.92,32.3,Default (Risacher IN),20002657
Mouhamed Gueye,PF,ATL,ORL,12.5,5.2,0.6,3.1,0.67,0.46,0.58,0.65,8.9,Default (Risacher IN),20003015
Onyeka Okongwu,C,ATL,ORL,30.5,14.3,2.0,9.3,0.68,1.52,0.9,0.99,25.6,Default (Risacher IN),20002531
NFaly Dante,C,ATL,ORL,5.0,1.8,0.2,1.2,0.01,0.26,0.16,0.18,3.2,Default (Risacher IN),20003261
Egor Demin,PG,BKN,CLE,22.5,8.6,3.5,3.7,1.38,2.25,0.87,0.25,15.8,Default,20003455
Ben Saraf,SG,BKN,CLE,22.5,7.6,3.2,3.1,0.95,1.41,0.82,0.12,13.8,Default,20003475
Nolan Traore,PG,BKN,CLE,4.0,1.3,0.6,0.3,0.18,0.32,0.08,0.06,2.2,Default,20003473
Tyrese Martin,SF,BKN,CLE,21.0,8.2,2.2,3.0,1.51,0.94,0.55,0.14,13.4,Default,20002930
Cam Thomas,SG,BKN,CLE,29.0,21.7,4.4,3.0,2.58,2.05,0.64,0.15,29.2,Default,20002658
Terance Mann,SF,BKN,CLE,22.0,8.0,1.9,2.8,0.98,0.79,0.65,0.21,12.7,Default,20002312
Jalen Wilson,PF,BKN,CLE,7.5,2.9,0.6,1.0,0.48,0.31,0.18,0.03,4.5,Default,20003084
Ziaire Williams,SF,BKN,CLE,19.0,7.7,1.2,3.0,1.45,0.86,0.68,0.24,11.9,Default,20002656
Michael Porter Jr.,SF,BKN,CLE,29.5,18.0,2.0,6.1,2.69,1.12,0.63,0.45,26.1,Default,20001988
Noah Clowney,PF,BKN,CLE,19.0,7.4,1.0,3.2,1.49,0.75,0.5,0.33,11.6,Default,20003046
Nicolas Claxton,C,BKN,CLE,26.0,10.6,2.7,7.4,0.06,1.16,0.83,1.4,20.6,Default,20002292
DayRon Sharpe,C,BKN,CLE,18.0,7.4,1.9,6.6,0.22,1.18,0.7,0.85,15.8,Default,20002697
Payton Pritchard,PG,BOS,NYK,34.5,16.8,4.8,4.8,3.31,1.4,0.98,0.2,26.4,Default,20002551
Anfernee Simons,SG,BOS,NYK,29.0,16.0,4.0,2.7,2.87,1.51,0.6,0.12,22.6,Default,20002007
Derrick White,SG,BOS,NYK,35.0,20.4,5.9,4.6,3.84,1.88,0.92,0.96,30.8,Default,20001856
Jaylen Brown,SF,BOS,NYK,35.0,24.1,5.1,6.4,1.94,2.69,1.06,0.37,35.5,Default,20001672
Hugo Gonzalez,SF,BOS,NYK,2.0,0.6,0.2,0.3,0.13,0.06,0.07,0.02,1.1,Default,20003474
Baylor Scheierman,SG,BOS,NYK,1.0,0.3,0.1,0.2,0.07,0.03,0.03,0.01,0.5,Default,20003208
Sam Hauser,SF,BOS,NYK,25.0,8.8,1.2,3.7,2.38,0.41,0.53,0.3,13.8,Default,20002686
Jordan Walsh,SF,BOS,NYK,2.5,0.5,0.2,0.4,0.08,0.09,0.06,0.05,1.1,Default,20003076
Josh Minott,SF,BOS,NYK,16.0,5.6,1.0,2.9,0.76,0.57,0.63,0.55,9.5,Default,20002913
Chris Boucher,PF,BOS,NYK,18.0,8.3,0.8,4.7,1.1,0.58,0.45,0.56,13.9,Default,20001886
Neemias Queta,C,BOS,NYK,25.0,8.6,1.6,7.6,0.01,1.14,0.61,1.11,17.8,Default,20002678
Xavier Tillman,C,BOS,NYK,17.0,3.8,1.1,3.6,0.53,0.64,0.85,0.49,8.4,Default,20002560
Lonzo Ball,PG,CLE,BKN,23.0,8.0,4.8,3.5,2.06,1.58,0.95,0.37,16.4,Default (Hunter IN),20001823
Craig Porter Jr.,PG,CLE,BKN,3.0,1.1,0.5,0.4,0.11,0.21,0.1,0.06,2.1,Default (Hunter IN),20003133
Tyrese Proctor,PG,CLE,BKN,10.0,2.9,1.4,1.0,0.41,0.47,0.29,0.07,5.3,Default (Hunter IN),20003480
Donovan Mitchell,SG,CLE,BKN,33.0,26.3,6.3,4.5,3.58,2.4,1.34,0.34,37.1,Default (Hunter IN),20001844
Sam Merrill,SG,CLE,BKN,26.0,10.8,2.3,2.8,3.1,0.74,0.79,0.22,15.9,Default (Hunter IN),20002585
Luke Travers,SF,CLE,BKN,1.0,0.3,0.1,0.2,0.03,0.06,0.02,0.03,0.6,Default (Hunter IN),20002934
DeAndre Hunter,SF,CLE,BKN,27.0,16.8,1.9,4.2,2.51,1.29,0.64,0.27,22.8,Default (Hunter IN),20002268
Jaylon Tyson,SF,CLE,BKN,16.0,6.0,1.6,3.0,0.76,0.79,0.42,0.18,10.6,Default (Hunter IN),20003233
Dean Wade,PF,CLE,BKN,23.0,6.6,1.3,4.5,1.64,0.52,0.74,0.45,12.5,Default (Hunter IN),20002333
NaeQwan Tomlin,PF,CLE,BKN,1.5,0.7,0.1,0.3,0.06,0.07,0.04,0.03,1.1,Default (Hunter IN),20003392
Evan Mobley,PF,CLE,BKN,32.0,20.5,3.8,9.4,1.39,2.42,0.9,1.78,33.7,Default (Hunter IN),20002669
Jarrett Allen,C,CLE,BKN,27.5,14.0,2.0,9.3,0.02,1.22,1.02,0.98,25.3,Default (Hunter IN),20001837
Larry Nance Jr.,C,CLE,BKN,17.0,6.6,1.5,4.4,0.58,0.74,0.83,0.39,12.5,Default (Hunter IN),20001457
DAngelo Russell,PG,DAL,WAS,19.0,10.5,4.2,1.9,1.73,1.26,0.77,0.26,16.6,Default,20001458
Brandon Williams,PG,DAL,WAS,6.0,3.2,1.0,0.7,0.28,0.35,0.26,0.06,4.8,Default,20002854
Ryan Nembhard,PG,DAL,WAS,11.0,4.3,2.6,1.0,0.72,0.35,0.44,0.06,7.9,Default,20003518
Jaden Hardy,SG,DAL,WAS,2.0,1.1,0.2,0.2,0.17,0.15,0.06,0.01,1.5,Default,20002891
Cooper Flagg,SF,DAL,WAS,33.0,16.7,3.7,7.3,1.12,2.11,1.4,1.13,27.7,Default,20003444
Klay Thompson,SG,DAL,WAS,26.0,13.6,2.1,2.8,3.04,1.18,0.67,0.41,18.4,Default,20000486
Max Christie,SG,DAL,WAS,22.0,8.1,1.5,2.6,1.34,0.99,0.67,0.32,12.3,Default,20002900
Naji Marshall,PF,DAL,WAS,22.0,8.6,2.3,3.7,0.72,1.08,0.85,0.2,14.6,Default,20002600
Caleb Martin,SF,DAL,WAS,5.0,1.6,0.4,0.7,0.17,0.2,0.19,0.1,2.8,Default,20002491
P.J. Washington,PF,DAL,WAS,31.0,14.2,2.3,5.7,1.86,1.56,1.01,1.02,22.2,Default,20002279
Anthony Davis,C,DAL,WAS,34.0,26.9,3.7,11.3,1.14,2.12,1.13,2.05,41.9,Default,20000468
Dereck Lively II,C,DAL,WAS,23.0,9.0,2.3,7.0,0.01,0.94,0.62,1.45,18.2,Default,20003055
Dwight Powell,C,DAL,WAS,6.0,1.4,0.6,1.3,0.02,0.22,0.19,0.16,3.4,Default,20000539
Cade Cunningham,PG,DET,HOU,35.0,25.6,8.1,5.2,2.12,4.06,1.03,0.66,38.9,Default (Levert IN),20002667
Daniss Jenkins,PG,DET,HOU,2.0,0.9,0.2,0.2,0.16,0.08,0.06,0.02,1.3,Default (Levert IN),20003269
Chaz Lanier,SG,DET,HOU,3.0,1.1,0.1,0.3,0.25,0.07,0.13,0.01,1.5,Default (Levert IN),20003482
Caris LeVert,SG,DET,HOU,23.0,11.1,2.9,2.7,1.46,1.3,0.79,0.32,16.6,Default (Levert IN),20001707
Duncan Robinson,SF,DET,HOU,29.0,11.4,2.3,2.5,2.87,1.33,0.65,0.17,16.2,Default (Levert IN),20002057
Ausar Thompson,SF,DET,HOU,30.0,12.2,2.8,6.3,0.24,1.8,1.84,1.17,21.2,Default (Levert IN),20003036
Ron Holland II,SF,DET,HOU,25.0,10.8,1.9,3.7,0.8,1.4,0.87,0.4,16.3,Default (Levert IN),20003214
Tobias Harris,SF,DET,HOU,32.5,13.9,2.2,5.4,1.27,1.23,0.93,0.79,21.6,Default (Levert IN),20000676
Javonte Green,SG,DET,HOU,12.5,3.8,0.6,2.1,0.51,0.36,0.6,0.36,6.5,Default (Levert IN),20002200
Jalen Duren,C,DET,HOU,27.0,12.5,2.6,9.7,0.01,1.65,0.66,1.1,24.7,Default (Levert IN),20002875
Isaiah Stewart,PF,DET,HOU,20.0,6.4,1.1,4.8,0.4,0.92,0.38,1.28,12.3,Default (Levert IN),20002541
Paul Reed,C,DET,HOU,1.0,0.4,0.1,0.3,0.02,0.05,0.06,0.07,0.7,Default (Levert IN),20002584
Stephen Curry,PG,GSW,POR,31.0,23.4,5.0,4.3,4.2,2.64,1.02,0.29,32.7,Default,20000485
Brandin Podziemski,SG,GSW,POR,29.0,12.1,3.6,5.8,1.76,1.45,1.08,0.19,21.5,Default,20003068
Gary Payton II,SG,GSW,POR,12.0,3.9,1.0,2.1,0.51,0.44,0.81,0.22,6.9,Default,20001730
Moses Moody,SG,GSW,POR,22.0,9.3,1.1,2.8,1.5,0.71,0.79,0.31,13.3,Default,20002655
Will Richard,SG,GSW,POR,14.5,4.6,1.0,2.2,0.77,0.44,0.7,0.2,7.8,Default,20003500
Buddy Hield,SG,GSW,POR,22.0,11.0,1.7,3.2,2.47,0.98,0.79,0.3,15.9,Default,20001673
Jimmy Butler,SF,GSW,POR,31.5,17.4,5.3,5.7,0.71,1.42,1.65,0.36,28.4,Default,20000515
Jonathan Kuminga,PF,GSW,POR,29.5,16.0,2.9,6.1,1.14,1.85,0.91,0.51,24.9,Default,20002661
Gui Santos,SF,GSW,POR,3.0,0.8,0.3,0.7,0.12,0.16,0.1,0.04,1.8,Default,20002933
Draymond Green,PF,GSW,POR,27.5,8.2,5.0,6.1,1.02,2.54,1.34,1.02,19.4,Default,20000482
Quinten Post,C,GSW,POR,15.0,6.1,1.2,3.2,1.29,0.78,0.44,0.4,10.5,Default,20003253
Trayce Jackson-Davis,C,GSW,POR,3.0,1.2,0.3,1.0,0.0,0.15,0.09,0.15,2.4,Default,20003065
Reed Sheppard,SG,HOU,DET,23.0,9.6,2.6,2.0,1.84,1.08,1.24,0.4,14.2,Default,20003191
Aaron Holiday,PG,HOU,DET,2.5,1.1,0.2,0.2,0.22,0.12,0.09,0.02,1.5,Default,20002005
Amen Thompson,SF,HOU,DET,35.0,15.9,5.3,7.3,0.76,2.07,1.8,1.18,28.6,Default,20003034
Josh Okogie,SF,HOU,DET,17.0,6.6,1.0,2.2,0.68,0.69,0.93,0.38,9.8,Default,20002006
Kevin Durant,PF,HOU,DET,36.0,27.3,4.1,5.0,2.52,3.01,0.87,1.15,36.4,Default,20000884
Jabari Smith Jr.,PF,HOU,DET,31.0,13.0,1.3,5.8,1.9,1.17,0.62,0.7,20.0,Default,20002871
Tari Eason,SF,HOU,DET,23.0,10.4,1.3,4.8,1.07,0.99,1.37,0.79,16.5,Default,20002883
Jeff Green,PF,HOU,DET,1.0,0.4,0.1,0.1,0.06,0.03,0.02,0.02,0.5,Default,20000632
Alperen Sengun,C,HOU,DET,34.0,21.3,6.6,8.7,0.68,2.68,1.14,0.82,36.6,Default,20002666
Steven Adams,C,HOU,DET,26.5,6.7,2.5,8.4,0.01,1.5,0.78,0.98,17.6,Default,20000875
Clint Capela,C,HOU,DET,11.0,4.3,0.6,3.4,0.0,0.43,0.27,0.49,8.3,Default,20000549
James Harden,PG,LAC,PHX,33.0,20.1,8.5,5.0,2.82,2.88,1.34,0.67,33.6,Default,20000544
Chris Paul,PG,LAC,PHX,16.0,5.6,4.0,1.9,1.04,0.8,0.77,0.12,11.5,Default,20000664
Bradley Beal,SG,LAC,PHX,27.0,13.6,3.2,2.8,1.43,1.44,0.94,0.34,19.6,Default,20000441
Kris Dunn,PG,LAC,PHX,19.0,4.8,2.2,2.5,0.7,0.63,1.25,0.3,9.5,Default,20001670
Bogdan Bogdanovic,SG,LAC,PHX,8.5,3.5,1.0,0.9,0.65,0.34,0.31,0.07,5.5,Default,20001745
Cam Christie,SG,LAC,PHX,1.0,0.3,0.1,0.1,0.04,0.03,0.04,0.01,0.6,Default,20003247
Kawhi Leonard,PF,LAC,PHX,32.5,21.5,3.4,5.7,2.02,1.63,1.59,0.59,30.5,Default,20000646
Derrick Jones Jr.,SF,LAC,PHX,22.0,8.3,0.7,2.9,0.98,0.64,0.85,0.37,12.0,Default,20001796
Kobe Sanders,SG,LAC,PHX,1.0,0.3,0.1,0.2,0.06,0.02,0.04,0.01,0.6,Default,20003494
John Collins,PF,LAC,PHX,22.0,12.6,1.3,5.5,1.1,1.02,0.49,0.61,19.4,Default,20001835
Nicolas Batum,PF,LAC,PHX,10.0,2.3,0.6,1.5,0.68,0.19,0.36,0.22,4.5,Default,20000617
Kobe Brown,PF,LAC,PHX,1.0,0.3,0.1,0.2,0.04,0.03,0.03,0.01,0.6,Default,20003072
Yanic Konan Niederhauser,C,LAC,PHX,1.0,0.4,0.1,0.2,0.0,0.04,0.03,0.03,0.6,Default,20003479
Ivica Zubac,C,LAC,PHX,29.0,14.8,2.2,10.6,0.0,1.34,0.46,0.87,27.6,Default,20001694
Brook Lopez,C,LAC,PHX,17.0,7.9,0.9,2.7,1.07,0.48,0.29,0.81,11.5,Default,20000588
Luka Doncic,PG,LAL,MIN,37.0,31.4,8.8,8.5,3.73,4.09,1.62,0.43,48.7,Default (Hayes IN),20001984
Gabe Vincent,PG,LAL,MIN,24.5,7.1,1.8,1.5,1.7,0.62,0.9,0.14,10.4,Default (Hayes IN),20002254
Marcus Smart,SG,LAL,MIN,24.0,8.8,3.2,2.4,1.35,1.52,1.34,0.24,14.4,Default (Hayes IN),20000560
Austin Reaves,SG,LAL,MIN,36.5,22.4,5.7,4.6,3.04,2.52,1.03,0.3,32.6,Default (Hayes IN),20002720
Dalton Knecht,SF,LAL,MIN,3.0,1.4,0.1,0.4,0.26,0.08,0.05,0.02,1.9,Default (Hayes IN),20003194
Jake LaRavia,PF,LAL,MIN,19.0,5.8,1.4,3.0,0.82,0.89,0.82,0.27,10.3,Default (Hayes IN),20002910
Rui Hachimura,PF,LAL,MIN,33.0,13.1,1.3,5.3,1.81,0.91,0.8,0.39,19.7,Default (Hayes IN),20002275
Jarred Vanderbilt,PF,LAL,MIN,16.0,4.1,1.1,4.2,0.28,0.64,0.92,0.26,9.4,Default (Hayes IN),20002015
Deandre Ayton,C,LAL,MIN,32.0,13.0,1.7,9.8,0.1,1.63,0.81,0.89,24.6,Default (Hayes IN),20001990
Jaxson Hayes,PF,LAL,MIN,15.0,5.0,0.6,3.4,0.01,0.62,0.44,0.55,9.0,Default (Hayes IN),20002274
Christian Koloko,C,LAL,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Default (Hayes IN),20002894
Ja Morant,PG,MEM,MIA,30.0,24.2,8.0,4.3,1.87,3.22,1.08,0.24,36.4,Default (Morant IN),20002266
Javon Small,PG,MEM,MIA,17.0,7.3,3.4,2.4,0.92,1.69,0.59,0.14,13.1,Default (Morant IN),20003493
John Konchar,SF,MEM,MIA,10.0,2.2,0.8,2.5,0.36,0.31,0.47,0.29,5.5,Default (Morant IN),20002318
Kentavious Caldwell-Pope,SG,MEM,MIA,30.0,10.1,2.2,3.0,1.84,0.92,1.19,0.44,15.2,Default (Morant IN),20000811
Cam Spencer,PG,MEM,MIA,10.5,4.2,1.3,1.5,0.68,0.38,0.32,0.1,7.0,Default (Morant IN),20003254
Jaylen Wells,SF,MEM,MIA,30.0,11.4,2.2,4.1,2.1,0.94,0.73,0.19,17.7,Default (Morant IN),20003240
Cedric Coward,SG,MEM,MIA,19.0,7.5,1.1,4.0,0.82,1.11,0.6,0.57,12.5,Default (Morant IN),20003477
PJ Hall,C,MEM,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Default (Morant IN),20003258
GG Jackson II,PF,MEM,MIA,2.0,1.1,0.1,0.4,0.16,0.1,0.04,0.03,1.6,Default (Morant IN),20003064
Jaren Jackson Jr.,C,MEM,MIA,31.0,23.2,2.6,6.0,2.29,1.86,1.04,1.53,31.8,Default (Morant IN),20001991
Santi Aldama,PF,MEM,MIA,25.0,11.8,2.7,5.9,1.91,1.02,0.6,0.43,20.4,Default (Morant IN),20002709
Olivier-Maxence Prosper,PF,MEM,MIA,12.5,4.7,0.9,2.8,0.37,0.38,0.37,0.15,8.5,Default (Morant IN),20003067
Jock Landale,C,MEM,MIA,23.0,9.3,1.7,6.4,0.74,0.95,0.52,0.64,17.4,Default (Morant IN),20002172
Davion Mitchell,PG,MIA,MEM,33.0,10.5,6.4,3.1,1.49,1.86,1.2,0.24,20.0,Default,20002664
Dru Smith,PG,MIA,MEM,16.0,4.7,1.7,2.2,0.75,0.68,1.02,0.32,8.6,Default,20002759
Norman Powell,SF,MIA,MEM,34.0,22.5,2.4,3.2,3.06,1.47,1.18,0.29,28.2,Default,20001416
Jaime Jaquez Jr.,SF,MIA,MEM,24.0,10.4,2.7,4.3,0.72,1.39,0.96,0.28,17.4,Default,20003060
Andrew Wiggins,SF,MIA,MEM,33.0,18.4,3.2,4.9,1.98,1.82,1.12,0.81,26.4,Default,20000795
Pelle Larsson,SG,MIA,MEM,6.0,2.1,0.6,0.8,0.28,0.21,0.24,0.07,3.5,Default,20003245
Simone Fontecchio,PF,MIA,MEM,18.0,6.6,1.2,3.0,1.15,0.62,0.51,0.21,10.8,Default,20003009
Nikola Jovic,PF,MIA,MEM,25.0,11.1,3.2,4.2,1.85,1.15,0.86,0.34,18.6,Default,20002888
Bam Adebayo,C,MIA,MEM,33.5,20.0,4.2,9.8,1.34,2.17,1.2,0.75,34.0,Default,20001836
